Portifolio 1,Portifolio 2,Portifolio 3,Portifolio 4,Portifolio 5,Portifolio 6,Portifolio 7,Portifolio 8,Portifolio 9,Portifolio 10
10000.0,10000.0,9999.999999999998,10000.0,,10000.0,10000.0,10000.0,,10000.0
8739.075197310369,11004.398352416523,9504.698604263936,9018.283887773818,,10195.24267318547,9010.729122282095,11005.373618525411,,8868.463899358208
9741.399708203588,12351.119079150898,10663.022435198627,9961.80510028986,,10790.063167810227,10298.801950619714,12427.699313769945,,10680.024529201432
9670.234971596166,12221.515643635263,10715.818166891582,10440.589105327732,,10602.13251258,10011.573144030728,12233.249939637873,,10656.109795347813
9631.696122920499,12769.508515534299,10519.457321500506,10877.171178589193,,10173.883818734676,10436.26356882384,11754.693100958602,,10794.205554422544
9388.72187780743,13221.644439861328,9713.709990731046,10526.120853261153,,10574.271030427757,10271.958074755408,12788.856091987329,,11153.669600603236
9848.43125430684,12679.296705914228,9535.30098428577,11187.229042601608,,10372.540082515368,11266.28655988096,12458.298220193927,,12149.317561768532
10642.918408712876,13507.090494881291,9453.351976651833,11924.058875702427,,11760.629032756722,12236.265651541078,13118.125624364586,,12494.78548728938
10902.147060360732,11807.423988170041,9276.150992848052,11968.893526342024,,11378.090836054338,11821.584477645083,11763.699759395471,,13019.705054423799
10520.390520493713,11486.518513566132,10030.273268448678,12840.604240902638,,11413.713987155148,11782.189818658957,11726.34975039524,,13115.585754547317
10084.922902778108,10636.508060130463,9679.41601912767,12552.37783941495,,10364.148057784781,11280.296249594854,10530.448512472014,,12737.567111699867
10783.989649629713,10672.964092334145,9871.288761410742,13009.522848384797,,11307.17177327846,11494.998215731057,10866.286637532892,,13014.195321700774
11363.968453936835,11103.684419399273,10252.07523089817,12597.03855420641,,11495.276133074716,12137.283922079852,11361.009964362447,,11777.839745023586
10763.064397623237,10264.993058618857,9701.396546589232,12859.029710750277,,10533.451044959245,11334.357467800166,10074.19776966382,,11215.745327015677
10325.758594513869,9781.626539670924,9336.133810175766,12310.2079727363,,9828.4317777025,10744.86905065597,9611.174209056187,,10987.421984222272
11023.53099794695,10554.430107899316,10049.421225852448,13121.933745212888,,10515.457031351581,11598.382402553554,10519.855884895513,,11386.037193550215
11401.598275632954,10600.517802536842,10229.772352049426,13555.27735175112,,10539.866623129199,11942.912023693578,10377.223798986277,,11247.95203235168
